,Graph,Labels
1224,Graph with 4932 nodes and 10085 edges,True
1225,Graph with 2352 nodes and 5216 edges,True
1226,Graph with 2894 nodes and 6492 edges,True
1227,Graph with 3726 nodes and 8859 edges,True
1228,Graph with 3884 nodes and 10424 edges,True
1229,Graph with 1960 nodes and 4680 edges,True
1230,Graph with 4374 nodes and 15848 edges,True
1231,Graph with 4214 nodes and 12104 edges,True
1232,Graph with 4452 nodes and 19148 edges,True
1233,Graph with 4468 nodes and 18890 edges,True
1234,Graph with 3018 nodes and 7133 edges,True
1235,Graph with 3694 nodes and 13855 edges,True
1236,Graph with 4760 nodes and 19125 edges,True
1237,Graph with 4796 nodes and 13441 edges,True
1238,Graph with 3296 nodes and 11229 edges,True
1239,Graph with 4744 nodes and 13919 edges,True
1240,Graph with 3170 nodes and 10310 edges,True
1241,Graph with 3164 nodes and 10241 edges,True
1242,Graph with 3822 nodes and 12241 edges,True
1243,Graph with 3722 nodes and 9772 edges,True
1244,Graph with 4346 nodes and 11250 edges,True
1245,Graph with 3890 nodes and 6758 edges,True
1246,Graph with 3560 nodes and 7020 edges,True
1247,Graph with 1922 nodes and 4301 edges,True
1248,Graph with 4512 nodes and 10815 edges,True
1249,Graph with 1772 nodes and 3279 edges,True
1250,Graph with 1142 nodes and 1729 edges,True
1251,Graph with 2568 nodes and 6832 edges,True
1252,Graph with 3602 nodes and 11497 edges,True
1253,Graph with 4782 nodes and 10467 edges,True
1254,Graph with 3908 nodes and 15122 edges,True
1255,Graph with 3444 nodes and 5304 edges,True
1256,Graph with 2922 nodes and 7514 edges,True
1257,Graph with 2938 nodes and 9277 edges,True
1258,Graph with 2276 nodes and 3853 edges,True
1259,Graph with 3442 nodes and 9984 edges,True
1260,Graph with 4076 nodes and 15288 edges,True
1261,Graph with 846 nodes and 1327 edges,True
1262,Graph with 4516 nodes and 15012 edges,True
1263,Graph with 1316 nodes and 2462 edges,True
1264,Graph with 1692 nodes and 3068 edges,True
1265,Graph with 2950 nodes and 5603 edges,True
1266,Graph with 3892 nodes and 11085 edges,True
1267,Graph with 1606 nodes and 2367 edges,True
1268,Graph with 3106 nodes and 8234 edges,True
1269,Graph with 3632 nodes and 12642 edges,True
1270,Graph with 4426 nodes and 10701 edges,True
1271,Graph with 4606 nodes and 7846 edges,True
1272,Graph with 1992 nodes and 4419 edges,True
1273,Graph with 3894 nodes and 8432 edges,True
1274,Graph with 4706 nodes and 19878 edges,True
1275,Graph with 2752 nodes and 6140 edges,True
1276,Graph with 4400 nodes and 17582 edges,True
1277,Graph with 3684 nodes and 11561 edges,True
1278,Graph with 2594 nodes and 5797 edges,True
1279,Graph with 4260 nodes and 12974 edges,True
1280,Graph with 2538 nodes and 6063 edges,True
1281,Graph with 2500 nodes and 5091 edges,True
1282,Graph with 4298 nodes and 11588 edges,True
1283,Graph with 4562 nodes and 13045 edges,True
1284,Graph with 2046 nodes and 4274 edges,True
1285,Graph with 1134 nodes and 1883 edges,True
1286,Graph with 4784 nodes and 13660 edges,True
1287,Graph with 4370 nodes and 16285 edges,True
1288,Graph with 3736 nodes and 11807 edges,True
1289,Graph with 4406 nodes and 18176 edges,True
1290,Graph with 3798 nodes and 8876 edges,True
1291,Graph with 822 nodes and 1259 edges,True
1292,Graph with 1848 nodes and 1903 edges,False
1293,Graph with 3512 nodes and 3898 edges,False
1294,Graph with 2816 nodes and 3797 edges,False
1295,Graph with 2340 nodes and 2456 edges,False
1296,Graph with 1248 nodes and 1252 edges,False
1297,Graph with 254 nodes and 286 edges,False
1298,Graph with 396 nodes and 405 edges,False
1299,Graph with 486 nodes and 631 edges,False
1300,Graph with 2276 nodes and 3586 edges,False
1301,Graph with 3400 nodes and 3604 edges,False
1302,Graph with 158 nodes and 169 edges,False
1303,Graph with 528 nodes and 689 edges,False
1304,Graph with 348 nodes and 418 edges,False
1305,Graph with 1020 nodes and 1657 edges,False
1306,Graph with 1316 nodes and 1482 edges,False
1307,Graph with 3526 nodes and 4124 edges,False
1308,Graph with 3754 nodes and 3840 edges,False
1309,Graph with 1040 nodes and 1626 edges,False
1310,Graph with 210 nodes and 219 edges,False
1311,Graph with 716 nodes and 991 edges,False
1312,Graph with 1228 nodes and 1612 edges,False
1313,Graph with 2288 nodes and 2965 edges,False
1314,Graph with 1672 nodes and 1780 edges,False
1315,Graph with 3452 nodes and 5404 edges,False
1316,Graph with 712 nodes and 831 edges,False
1317,Graph with 542 nodes and 548 edges,False
1318,Graph with 4274 nodes and 6581 edges,False
1319,Graph with 174 nodes and 188 edges,False
1320,Graph with 816 nodes and 1092 edges,False
1321,Graph with 4138 nodes and 5804 edges,False
1322,Graph with 3804 nodes and 6519 edges,False
1323,Graph with 4772 nodes and 5169 edges,False
1324,Graph with 2858 nodes and 3679 edges,False
1325,Graph with 126 nodes and 128 edges,False
1326,Graph with 1712 nodes and 2215 edges,False
1327,Graph with 1602 nodes and 2372 edges,False
1328,Graph with 570 nodes and 626 edges,False
1329,Graph with 2808 nodes and 2884 edges,False
1330,Graph with 2920 nodes and 4076 edges,False
1331,Graph with 1828 nodes and 2441 edges,False
1332,Graph with 3176 nodes and 4610 edges,False
1333,Graph with 768 nodes and 1088 edges,False
1334,Graph with 132 nodes and 137 edges,False
1335,Graph with 3152 nodes and 4146 edges,False
1336,Graph with 722 nodes and 1007 edges,False
1337,Graph with 1074 nodes and 1361 edges,False
1338,Graph with 2498 nodes and 4668 edges,False
1339,Graph with 2610 nodes and 2648 edges,False
1340,Graph with 1892 nodes and 2683 edges,False
1341,Graph with 1314 nodes and 1797 edges,False
1342,Graph with 1820 nodes and 1909 edges,False
1343,Graph with 3646 nodes and 5113 edges,False
1344,Graph with 646 nodes and 767 edges,False
1345,Graph with 3160 nodes and 3948 edges,False
1346,Graph with 588 nodes and 693 edges,False
1347,Graph with 4120 nodes and 7337 edges,False
1348,Graph with 1248 nodes and 1339 edges,False
1349,Graph with 3076 nodes and 5991 edges,False
1350,Graph with 1976 nodes and 4939 edges,True
1351,Graph with 3430 nodes and 5689 edges,True
1352,Graph with 3476 nodes and 10023 edges,True
1353,Graph with 4398 nodes and 9268 edges,True
1354,Graph with 1800 nodes and 2912 edges,True
1355,Graph with 924 nodes and 1444 edges,True
1356,Graph with 2548 nodes and 4355 edges,True
1357,Graph with 4336 nodes and 17031 edges,True
1358,Graph with 2678 nodes and 5230 edges,True
1359,Graph with 902 nodes and 1250 edges,True
1360,Graph with 1590 nodes and 3158 edges,True
1361,Graph with 4224 nodes and 11420 edges,True
1362,Graph with 1906 nodes and 3684 edges,True
1363,Graph with 2266 nodes and 5828 edges,True
1364,Graph with 2162 nodes and 4690 edges,True
1365,Graph with 3886 nodes and 12871 edges,True
1366,Graph with 1874 nodes and 3538 edges,True
1367,Graph with 3558 nodes and 10730 edges,True
1368,Graph with 330 nodes and 374 edges,True
1369,Graph with 1552 nodes and 2425 edges,True
1370,Graph with 2676 nodes and 7876 edges,True
1371,Graph with 3846 nodes and 11817 edges,True
1372,Graph with 1812 nodes and 3318 edges,True
1373,Graph with 694 nodes and 1040 edges,True
1374,Graph with 3826 nodes and 13556 edges,True
1375,Graph with 4530 nodes and 12742 edges,True
1376,Graph with 2918 nodes and 7099 edges,True
1377,Graph with 1544 nodes and 2430 edges,True
1378,Graph with 4842 nodes and 19771 edges,True
1379,Graph with 2572 nodes and 6977 edges,True
1380,Graph with 2514 nodes and 6963 edges,True
1381,Graph with 3418 nodes and 11274 edges,True
1382,Graph with 3004 nodes and 5786 edges,True
1383,Graph with 3714 nodes and 6903 edges,True
1384,Graph with 2024 nodes and 4858 edges,True
1385,Graph with 4298 nodes and 14159 edges,True
1386,Graph with 2190 nodes and 3573 edges,True
1387,Graph with 3066 nodes and 9555 edges,True
1388,Graph with 3390 nodes and 10001 edges,True
1389,Graph with 4738 nodes and 17386 edges,True
1390,Graph with 3140 nodes and 6263 edges,True
1391,Graph with 4438 nodes and 11147 edges,True
1392,Graph with 2540 nodes and 6211 edges,True
1393,Graph with 4930 nodes and 8013 edges,True
1394,Graph with 3560 nodes and 5991 edges,True
1395,Graph with 1662 nodes and 3051 edges,True
1396,Graph with 2696 nodes and 6239 edges,True
1397,Graph with 1068 nodes and 1527 edges,True
1398,Graph with 1360 nodes and 2301 edges,True
1399,Graph with 3124 nodes and 5139 edges,True
1400,Graph with 3604 nodes and 11048 edges,True
1401,Graph with 3992 nodes and 7817 edges,True
1402,Graph with 260 nodes and 312 edges,True
1403,Graph with 1172 nodes and 1990 edges,True
1404,Graph with 1288 nodes and 2446 edges,True
1405,Graph with 3474 nodes and 8941 edges,True
1406,Graph with 2544 nodes and 4874 edges,True
1407,Graph with 1522 nodes and 2755 edges,True
1408,Graph with 3714 nodes and 12642 edges,True
1409,Graph with 4720 nodes and 12439 edges,True
1410,Graph with 4058 nodes and 7188 edges,True
1411,Graph with 3344 nodes and 6669 edges,True
1412,Graph with 2082 nodes and 4584 edges,True
1413,Graph with 2188 nodes and 4241 edges,True
1414,Graph with 3228 nodes and 7337 edges,True
1415,Graph with 4814 nodes and 17130 edges,True
1416,Graph with 3032 nodes and 9768 edges,True
1417,Graph with 3758 nodes and 9171 edges,True
1418,Graph with 2656 nodes and 6656 edges,True
1419,Graph with 3384 nodes and 11519 edges,True
1420,Graph with 3140 nodes and 9141 edges,True
1421,Graph with 2832 nodes and 5941 edges,True
1422,Graph with 3876 nodes and 8961 edges,True
1423,Graph with 2242 nodes and 3139 edges,False
1424,Graph with 380 nodes and 459 edges,False
1425,Graph with 1212 nodes and 1569 edges,False
1426,Graph with 4374 nodes and 5718 edges,False
1427,Graph with 3684 nodes and 5560 edges,False
1428,Graph with 3132 nodes and 4792 edges,False
1429,Graph with 2072 nodes and 2330 edges,False
1430,Graph with 1806 nodes and 2669 edges,False
1431,Graph with 94 nodes and 96 edges,False
1432,Graph with 1356 nodes and 2230 edges,False
1433,Graph with 2704 nodes and 3300 edges,False
1434,Graph with 1172 nodes and 1520 edges,False
1435,Graph with 624 nodes and 715 edges,False
1436,Graph with 3090 nodes and 3187 edges,False
1437,Graph with 3496 nodes and 3612 edges,False
1438,Graph with 534 nodes and 724 edges,False
1439,Graph with 798 nodes and 970 edges,False
1440,Graph with 778 nodes and 1066 edges,False
1441,Graph with 2258 nodes and 2904 edges,False
1442,Graph with 2276 nodes and 3104 edges,False
1443,Graph with 3796 nodes and 4278 edges,False
1444,Graph with 3366 nodes and 7080 edges,False
1445,Graph with 674 nodes and 892 edges,False
1446,Graph with 3958 nodes and 4136 edges,False
1447,Graph with 2474 nodes and 2678 edges,False
1448,Graph with 48 nodes and 50 edges,False
1449,Graph with 1324 nodes and 1504 edges,False
1450,Graph with 494 nodes and 494 edges,False
1451,Graph with 476 nodes and 502 edges,False
1452,Graph with 2618 nodes and 2842 edges,False
1453,Graph with 788 nodes and 972 edges,False
1454,Graph with 44 nodes and 43 edges,False
1455,Graph with 1660 nodes and 1696 edges,False
1456,Graph with 2722 nodes and 4763 edges,False
1457,Graph with 448 nodes and 471 edges,False
1458,Graph with 2042 nodes and 2290 edges,False
1459,Graph with 3524 nodes and 4696 edges,False
1460,Graph with 3024 nodes and 3816 edges,False
1461,Graph with 1704 nodes and 2462 edges,False
1462,Graph with 1330 nodes and 1474 edges,False
1463,Graph with 824 nodes and 868 edges,False
1464,Graph with 112 nodes and 122 edges,False
1465,Graph with 550 nodes and 575 edges,False
1466,Graph with 272 nodes and 312 edges,False
1467,Graph with 98 nodes and 98 edges,False
1468,Graph with 38 nodes and 38 edges,False
1469,Graph with 2292 nodes and 3172 edges,False
1470,Graph with 1864 nodes and 2454 edges,False
1471,Graph with 770 nodes and 775 edges,False
1472,Graph with 3636 nodes and 5430 edges,False
1473,Graph with 360 nodes and 440 edges,False
1474,Graph with 1494 nodes and 2599 edges,False
1475,Graph with 2672 nodes and 3531 edges,False
1476,Graph with 3478 nodes and 6418 edges,False
1477,Graph with 4254 nodes and 7067 edges,False
1478,Graph with 4884 nodes and 7401 edges,False
1479,Graph with 2320 nodes and 4169 edges,False
1480,Graph with 4348 nodes and 6572 edges,False
1481,Graph with 588 nodes and 737 edges,False
1482,Graph with 1252 nodes and 1534 edges,False
1483,Graph with 2392 nodes and 2586 edges,False
1484,Graph with 1568 nodes and 1720 edges,False
1485,Graph with 2084 nodes and 3128 edges,False
1486,Graph with 678 nodes and 759 edges,False
1487,Graph with 824 nodes and 1017 edges,False
1488,Graph with 1354 nodes and 2059 edges,False
1489,Graph with 440 nodes and 513 edges,False
1490,Graph with 1908 nodes and 1986 edges,False
1491,Graph with 1454 nodes and 1646 edges,False
1492,Graph with 674 nodes and 704 edges,False
1493,Graph with 4006 nodes and 5903 edges,False
1494,Graph with 558 nodes and 650 edges,False
1495,Graph with 788 nodes and 889 edges,False
1496,Graph with 1520 nodes and 1760 edges,False
1497,Graph with 400 nodes and 521 edges,False
1498,Graph with 1612 nodes and 2329 edges,False
1499,Graph with 4808 nodes and 10128 edges,False
1500,Graph with 1360 nodes and 2195 edges,True
1501,Graph with 3606 nodes and 13416 edges,True
1502,Graph with 4678 nodes and 17832 edges,True
1503,Graph with 4732 nodes and 10499 edges,True
1504,Graph with 3154 nodes and 8397 edges,True
1505,Graph with 1448 nodes and 2700 edges,True
1506,Graph with 4402 nodes and 7240 edges,True
1507,Graph with 2696 nodes and 7859 edges,True
1508,Graph with 2338 nodes and 4662 edges,True
1509,Graph with 2302 nodes and 5479 edges,True
1510,Graph with 1730 nodes and 3885 edges,True
1511,Graph with 1978 nodes and 3793 edges,True
1512,Graph with 3464 nodes and 12004 edges,True
1513,Graph with 2890 nodes and 5049 edges,True
1514,Graph with 2050 nodes and 3886 edges,True
1515,Graph with 1422 nodes and 2582 edges,True
1516,Graph with 2330 nodes and 4272 edges,True
1517,Graph with 2060 nodes and 3962 edges,True
1518,Graph with 4502 nodes and 10706 edges,True
1519,Graph with 2166 nodes and 4566 edges,True
1520,Graph with 4810 nodes and 11361 edges,True
1521,Graph with 1254 nodes and 2121 edges,True
1522,Graph with 1842 nodes and 3609 edges,True
1523,Graph with 3576 nodes and 6845 edges,True
1524,Graph with 4158 nodes and 7849 edges,True
1525,Graph with 3352 nodes and 10314 edges,True
1526,Graph with 2530 nodes and 6343 edges,True
1527,Graph with 2670 nodes and 6717 edges,True
1528,Graph with 3200 nodes and 6809 edges,True
1529,Graph with 2864 nodes and 5174 edges,True
1530,Graph with 3666 nodes and 7171 edges,True
1531,Graph with 1242 nodes and 2370 edges,True
1532,Graph with 4358 nodes and 16708 edges,True
1533,Graph with 3790 nodes and 11496 edges,True
1534,Graph with 3278 nodes and 7816 edges,True
1535,Graph with 3746 nodes and 7326 edges,True
1536,Graph with 2046 nodes and 4473 edges,True
1537,Graph with 4234 nodes and 11121 edges,True
1538,Graph with 3066 nodes and 10327 edges,True
1539,Graph with 3446 nodes and 10738 edges,True
1540,Graph with 1332 nodes and 2546 edges,True
1541,Graph with 1482 nodes and 2808 edges,True
1542,Graph with 3164 nodes and 9384 edges,True
1543,Graph with 3660 nodes and 7423 edges,True
1544,Graph with 4292 nodes and 13396 edges,True
1545,Graph with 3422 nodes and 7495 edges,True
1546,Graph with 3662 nodes and 8203 edges,True
1547,Graph with 2114 nodes and 5076 edges,True
1548,Graph with 4424 nodes and 17194 edges,True
1549,Graph with 3122 nodes and 5194 edges,True
1550,Graph with 4732 nodes and 11761 edges,True
1551,Graph with 2112 nodes and 4445 edges,True
1552,Graph with 4504 nodes and 15295 edges,True
1553,Graph with 3602 nodes and 12642 edges,True
1554,Graph with 932 nodes and 1261 edges,True
1555,Graph with 2232 nodes and 3887 edges,True
1556,Graph with 1504 nodes and 2694 edges,True
1557,Graph with 4086 nodes and 9951 edges,True
1558,Graph with 2768 nodes and 7828 edges,True
1559,Graph with 3010 nodes and 8429 edges,True
1560,Graph with 2356 nodes and 3933 edges,True
1561,Graph with 1444 nodes and 2369 edges,True
1562,Graph with 1514 nodes and 2960 edges,True
1563,Graph with 3870 nodes and 13986 edges,True
1564,Graph with 3778 nodes and 9967 edges,True
1565,Graph with 1328 nodes and 2592 edges,True
1566,Graph with 2378 nodes and 4505 edges,True
1567,Graph with 3202 nodes and 8634 edges,True
1568,Graph with 4252 nodes and 16501 edges,True
1569,Graph with 2968 nodes and 6729 edges,True
1570,Graph with 2138 nodes and 5189 edges,True
1571,Graph with 4780 nodes and 20716 edges,True
1572,Graph with 3788 nodes and 9771 edges,True
1573,Graph with 236 nodes and 248 edges,False
1574,Graph with 518 nodes and 565 edges,False
1575,Graph with 3216 nodes and 5178 edges,False
1576,Graph with 3916 nodes and 3945 edges,False
1577,Graph with 1646 nodes and 1826 edges,False
1578,Graph with 726 nodes and 961 edges,False
1579,Graph with 2372 nodes and 2860 edges,False
1580,Graph with 3402 nodes and 5070 edges,False
1581,Graph with 516 nodes and 622 edges,False
1582,Graph with 2264 nodes and 3225 edges,False
1583,Graph with 3656 nodes and 5490 edges,False
1584,Graph with 1270 nodes and 1447 edges,False
1585,Graph with 514 nodes and 571 edges,False
1586,Graph with 594 nodes and 633 edges,False
1587,Graph with 704 nodes and 931 edges,False
1588,Graph with 1618 nodes and 2673 edges,False
1589,Graph with 674 nodes and 754 edges,False
1590,Graph with 3602 nodes and 5108 edges,False
1591,Graph with 2824 nodes and 3864 edges,False
1592,Graph with 1764 nodes and 2101 edges,False
1593,Graph with 1088 nodes and 1412 edges,False
1594,Graph with 2636 nodes and 4602 edges,False
1595,Graph with 1862 nodes and 2188 edges,False
1596,Graph with 3648 nodes and 5475 edges,False
1597,Graph with 2834 nodes and 3008 edges,False
1598,Graph with 156 nodes and 163 edges,False
1599,Graph with 882 nodes and 1262 edges,False
1600,Graph with 1268 nodes and 1499 edges,False
1601,Graph with 368 nodes and 479 edges,False
1602,Graph with 4466 nodes and 7231 edges,False
1603,Graph with 74 nodes and 73 edges,False
1604,Graph with 3164 nodes and 4014 edges,False
1605,Graph with 242 nodes and 259 edges,False
1606,Graph with 1794 nodes and 1956 edges,False
1607,Graph with 4458 nodes and 5986 edges,False
1608,Graph with 468 nodes and 542 edges,False
1609,Graph with 1398 nodes and 1752 edges,False
1610,Graph with 3424 nodes and 5266 edges,False
1611,Graph with 1654 nodes and 2319 edges,False
1612,Graph with 2380 nodes and 2553 edges,False
1613,Graph with 2978 nodes and 3490 edges,False
1614,Graph with 1536 nodes and 1550 edges,False
1615,Graph with 1010 nodes and 1515 edges,False
1616,Graph with 1670 nodes and 2325 edges,False
1617,Graph with 4994 nodes and 5626 edges,False
1618,Graph with 2626 nodes and 3340 edges,False
1619,Graph with 1576 nodes and 1981 edges,False
1620,Graph with 2244 nodes and 2498 edges,False
1621,Graph with 172 nodes and 175 edges,False
1622,Graph with 2950 nodes and 3718 edges,False
1623,Graph with 4366 nodes and 6570 edges,False
1624,Graph with 116 nodes and 125 edges,False
1625,Graph with 3280 nodes and 5140 edges,False
1626,Graph with 2938 nodes and 4067 edges,False
1627,Graph with 1200 nodes and 1687 edges,False
1628,Graph with 2440 nodes and 2723 edges,False
1629,Graph with 2088 nodes and 2963 edges,False
1630,Graph with 1198 nodes and 1468 edges,False
1631,Graph with 4630 nodes and 7919 edges,False
1632,Graph with 4106 nodes and 5558 edges,False
1633,Graph with 498 nodes and 660 edges,False
1634,Graph with 1986 nodes and 2096 edges,False
1635,Graph with 1720 nodes and 2796 edges,False
1636,Graph with 136 nodes and 140 edges,False
1637,Graph with 4746 nodes and 7628 edges,False
1638,Graph with 32 nodes and 31 edges,False
1639,Graph with 2264 nodes and 3421 edges,False
1640,Graph with 1368 nodes and 1753 edges,False
1641,Graph with 1842 nodes and 2520 edges,False
1642,Graph with 4416 nodes and 5388 edges,False
1643,Graph with 3126 nodes and 5582 edges,False
1644,Graph with 1232 nodes and 1598 edges,False
1645,Graph with 798 nodes and 818 edges,False
1646,Graph with 294 nodes and 345 edges,False
1647,Graph with 386 nodes and 452 edges,False
1648,Graph with 1004 nodes and 1529 edges,False
1649,Graph with 746 nodes and 748 edges,False
1650,Graph with 4220 nodes and 14129 edges,True
1651,Graph with 4160 nodes and 9184 edges,True
1652,Graph with 30 nodes and 30 edges,True
1653,Graph with 3180 nodes and 8362 edges,True
1654,Graph with 4494 nodes and 12842 edges,True
1655,Graph with 2560 nodes and 4072 edges,True
1656,Graph with 4380 nodes and 6892 edges,True
1657,Graph with 1320 nodes and 2542 edges,True
1658,Graph with 4238 nodes and 14605 edges,True
1659,Graph with 3498 nodes and 6210 edges,True
1660,Graph with 4070 nodes and 9865 edges,True
1661,Graph with 2192 nodes and 3596 edges,True
1662,Graph with 4914 nodes and 7715 edges,True
1663,Graph with 2064 nodes and 3030 edges,True
1664,Graph with 1044 nodes and 1762 edges,True
1665,Graph with 3142 nodes and 10020 edges,True
1666,Graph with 2370 nodes and 6543 edges,True
1667,Graph with 3968 nodes and 8484 edges,True
1668,Graph with 3734 nodes and 7679 edges,True
1669,Graph with 1286 nodes and 2336 edges,True
1670,Graph with 4640 nodes and 10303 edges,True
1671,Graph with 3502 nodes and 8821 edges,True
1672,Graph with 4408 nodes and 15776 edges,True
1673,Graph with 2932 nodes and 6265 edges,True
1674,Graph with 3780 nodes and 12078 edges,True
1675,Graph with 2180 nodes and 4711 edges,True
1676,Graph with 3202 nodes and 8838 edges,True
1677,Graph with 4382 nodes and 14302 edges,True
1678,Graph with 4342 nodes and 9399 edges,True
1679,Graph with 4686 nodes and 7481 edges,True
1680,Graph with 4058 nodes and 7482 edges,True
1681,Graph with 3528 nodes and 7635 edges,True
1682,Graph with 3980 nodes and 8371 edges,True
1683,Graph with 3214 nodes and 9340 edges,True
1684,Graph with 3740 nodes and 10521 edges,True
1685,Graph with 1912 nodes and 4116 edges,True
1686,Graph with 2914 nodes and 4853 edges,True
1687,Graph with 3912 nodes and 14120 edges,True
1688,Graph with 2564 nodes and 7048 edges,True
1689,Graph with 2304 nodes and 3971 edges,True
1690,Graph with 2476 nodes and 5885 edges,True
1691,Graph with 3092 nodes and 6378 edges,True
1692,Graph with 2804 nodes and 7263 edges,True
1693,Graph with 3274 nodes and 6916 edges,True
1694,Graph with 1480 nodes and 2374 edges,True
1695,Graph with 2270 nodes and 4480 edges,True
1696,Graph with 2396 nodes and 3418 edges,True
1697,Graph with 4094 nodes and 9358 edges,True
1698,Graph with 4668 nodes and 20268 edges,True
1699,Graph with 4160 nodes and 14995 edges,True
1700,Graph with 4212 nodes and 16246 edges,True
1701,Graph with 884 nodes and 1257 edges,True
1702,Graph with 2964 nodes and 9224 edges,True
1703,Graph with 4604 nodes and 7465 edges,True
1704,Graph with 3872 nodes and 9921 edges,True
1705,Graph with 4928 nodes and 22769 edges,True
1706,Graph with 3966 nodes and 8880 edges,True
1707,Graph with 2026 nodes and 4310 edges,True
1708,Graph with 2654 nodes and 6578 edges,True
1709,Graph with 3896 nodes and 9326 edges,True
1710,Graph with 4032 nodes and 15321 edges,True
1711,Graph with 4666 nodes and 11218 edges,True
1712,Graph with 1030 nodes and 1794 edges,True
1713,Graph with 4260 nodes and 9770 edges,True
1714,Graph with 4252 nodes and 14607 edges,True
1715,Graph with 1048 nodes and 1800 edges,True
1716,Graph with 4478 nodes and 19163 edges,True
1717,Graph with 3700 nodes and 8211 edges,True
1718,Graph with 1880 nodes and 3149 edges,True
1719,Graph with 4212 nodes and 11257 edges,True
1720,Graph with 3582 nodes and 8649 edges,True
1721,Graph with 2832 nodes and 6952 edges,True
1722,Graph with 4544 nodes and 11050 edges,True
1723,Graph with 4610 nodes and 13103 edges,True
1724,Graph with 44 nodes and 43 edges,True
1725,Graph with 2086 nodes and 4004 edges,True
1726,Graph with 1580 nodes and 2960 edges,True
1727,Graph with 1376 nodes and 2637 edges,True
1728,Graph with 3264 nodes and 10531 edges,True
1729,Graph with 4646 nodes and 9490 edges,True
1730,Graph with 4380 nodes and 15477 edges,True
1731,Graph with 3702 nodes and 10552 edges,True
1732,Graph with 3136 nodes and 5661 edges,True
1733,Graph with 2218 nodes and 4858 edges,True
1734,Graph with 766 nodes and 1149 edges,True
1735,Graph with 3706 nodes and 13873 edges,True
1736,Graph with 4322 nodes and 12560 edges,True
1737,Graph with 1098 nodes and 1900 edges,True
1738,Graph with 3680 nodes and 10552 edges,True
1739,Graph with 4418 nodes and 18916 edges,True
1740,Graph with 1122 nodes and 1497 edges,False
1741,Graph with 2882 nodes and 3135 edges,False
1742,Graph with 1640 nodes and 1814 edges,False
1743,Graph with 1152 nodes and 1488 edges,False
1744,Graph with 2332 nodes and 3316 edges,False
1745,Graph with 3528 nodes and 5834 edges,False
1746,Graph with 578 nodes and 685 edges,False
1747,Graph with 996 nodes and 1484 edges,False
1748,Graph with 530 nodes and 715 edges,False
1749,Graph with 4578 nodes and 4789 edges,False
1750,Graph with 1226 nodes and 1794 edges,False
1751,Graph with 14 nodes and 13 edges,False
1752,Graph with 2752 nodes and 2993 edges,False
1753,Graph with 122 nodes and 131 edges,False
1754,Graph with 1658 nodes and 1865 edges,False
1755,Graph with 3902 nodes and 6379 edges,False
1756,Graph with 122 nodes and 130 edges,False
1757,Graph with 1234 nodes and 2146 edges,False
1758,Graph with 1130 nodes and 1493 edges,False
1759,Graph with 2118 nodes and 3365 edges,False
1760,Graph with 2544 nodes and 5063 edges,False
1761,Graph with 194 nodes and 193 edges,False
1762,Graph with 3984 nodes and 5239 edges,False
1763,Graph with 4574 nodes and 4592 edges,False
1764,Graph with 732 nodes and 812 edges,False
1765,Graph with 152 nodes and 157 edges,False
1766,Graph with 2322 nodes and 3814 edges,False
1767,Graph with 704 nodes and 1037 edges,False
1768,Graph with 4848 nodes and 7971 edges,False
1769,Graph with 1788 nodes and 3577 edges,False
1770,Graph with 456 nodes and 486 edges,False
1771,Graph with 2014 nodes and 2211 edges,False
1772,Graph with 1200 nodes and 1226 edges,False
1773,Graph with 926 nodes and 1171 edges,False
1774,Graph with 3212 nodes and 5407 edges,False
1775,Graph with 216 nodes and 223 edges,False
1776,Graph with 4502 nodes and 5994 edges,False
1777,Graph with 1366 nodes and 1372 edges,False
1778,Graph with 428 nodes and 563 edges,False
1779,Graph with 1038 nodes and 1600 edges,False
1780,Graph with 4732 nodes and 5230 edges,False
1781,Graph with 1614 nodes and 3396 edges,False
1782,Graph with 2268 nodes and 2335 edges,False
1783,Graph with 4382 nodes and 7310 edges,False
1784,Graph with 152 nodes and 158 edges,False
1785,Graph with 2458 nodes and 3054 edges,False
1786,Graph with 3218 nodes and 5096 edges,False
1787,Graph with 770 nodes and 1002 edges,False
1788,Graph with 2786 nodes and 2877 edges,False
1789,Graph with 1536 nodes and 1961 edges,False
1790,Graph with 734 nodes and 804 edges,False
1791,Graph with 200 nodes and 217 edges,False
1792,Graph with 200 nodes and 224 edges,False
1793,Graph with 4220 nodes and 6360 edges,False
1794,Graph with 1804 nodes and 3186 edges,False
1795,Graph with 1840 nodes and 2366 edges,False
1796,Graph with 3648 nodes and 4112 edges,False
1797,Graph with 26 nodes and 25 edges,False
1798,Graph with 210 nodes and 221 edges,False
1799,Graph with 400 nodes and 447 edges,False
1800,Graph with 4898 nodes and 21220 edges,True
1801,Graph with 3980 nodes and 9426 edges,True
1802,Graph with 4798 nodes and 11964 edges,True
1803,Graph with 4504 nodes and 15578 edges,True
1804,Graph with 3958 nodes and 8133 edges,True
1805,Graph with 1812 nodes and 3909 edges,True
1806,Graph with 4854 nodes and 9540 edges,True
1807,Graph with 4456 nodes and 14097 edges,True
1808,Graph with 2292 nodes and 4521 edges,True
1809,Graph with 1880 nodes and 4261 edges,True
1810,Graph with 2446 nodes and 6428 edges,True
1811,Graph with 4536 nodes and 10443 edges,True
1812,Graph with 3606 nodes and 11459 edges,True
1813,Graph with 4066 nodes and 9525 edges,True
