,Graph,Labels
1225,Graph with 1918 nodes and 3134 edges,True
1226,Graph with 2552 nodes and 4137 edges,True
1227,Graph with 4482 nodes and 8938 edges,True
1228,Graph with 1848 nodes and 3233 edges,True
1229,Graph with 4808 nodes and 8234 edges,True
1230,Graph with 2740 nodes and 3850 edges,True
1231,Graph with 4700 nodes and 15446 edges,True
1232,Graph with 4322 nodes and 10969 edges,True
1233,Graph with 4400 nodes and 10232 edges,True
1234,Graph with 3350 nodes and 8708 edges,True
1235,Graph with 4260 nodes and 11608 edges,True
1236,Graph with 3692 nodes and 9575 edges,True
1237,Graph with 2432 nodes and 3829 edges,True
1238,Graph with 2554 nodes and 3745 edges,True
1239,Graph with 4716 nodes and 8413 edges,True
1240,Graph with 804 nodes and 1050 edges,True
1241,Graph with 4616 nodes and 7768 edges,True
1242,Graph with 4410 nodes and 8276 edges,True
1243,Graph with 3340 nodes and 5898 edges,True
1244,Graph with 2354 nodes and 3711 edges,True
1245,Graph with 3418 nodes and 6466 edges,True
1246,Graph with 4264 nodes and 9418 edges,True
1247,Graph with 1990 nodes and 2824 edges,True
1248,Graph with 3096 nodes and 4350 edges,True
1249,Graph with 2426 nodes and 3495 edges,True
1250,Graph with 4720 nodes and 13830 edges,True
1251,Graph with 2002 nodes and 3355 edges,True
1252,Graph with 2166 nodes and 3035 edges,True
1253,Graph with 1280 nodes and 1929 edges,True
1254,Graph with 1644 nodes and 1882 edges,False
1255,Graph with 1004 nodes and 1040 edges,False
1256,Graph with 3120 nodes and 3338 edges,False
1257,Graph with 3120 nodes and 3590 edges,False
1258,Graph with 964 nodes and 1171 edges,False
1259,Graph with 898 nodes and 1039 edges,False
1260,Graph with 766 nodes and 952 edges,False
1261,Graph with 3532 nodes and 3703 edges,False
1262,Graph with 554 nodes and 588 edges,False
1263,Graph with 1996 nodes and 2170 edges,False
1264,Graph with 1758 nodes and 1943 edges,False
1265,Graph with 1896 nodes and 2376 edges,False
1266,Graph with 1928 nodes and 2254 edges,False
1267,Graph with 442 nodes and 496 edges,False
1268,Graph with 4028 nodes and 5470 edges,False
1269,Graph with 102 nodes and 101 edges,False
1270,Graph with 252 nodes and 254 edges,False
1271,Graph with 1634 nodes and 2008 edges,False
1272,Graph with 400 nodes and 404 edges,False
1273,Graph with 4606 nodes and 5841 edges,False
1274,Graph with 2326 nodes and 2553 edges,False
1275,Graph with 2116 nodes and 2613 edges,False
1276,Graph with 4210 nodes and 5556 edges,False
1277,Graph with 632 nodes and 729 edges,False
1278,Graph with 2540 nodes and 3090 edges,False
1279,Graph with 556 nodes and 555 edges,False
1280,Graph with 812 nodes and 1044 edges,False
1281,Graph with 4598 nodes and 5183 edges,False
1282,Graph with 4610 nodes and 5641 edges,False
1283,Graph with 3162 nodes and 3699 edges,False
1284,Graph with 470 nodes and 533 edges,False
1285,Graph with 1562 nodes and 2007 edges,False
1286,Graph with 746 nodes and 753 edges,False
1287,Graph with 618 nodes and 678 edges,False
1288,Graph with 572 nodes and 603 edges,False
1289,Graph with 646 nodes and 678 edges,False
1290,Graph with 4074 nodes and 5079 edges,False
1291,Graph with 3832 nodes and 4112 edges,False
1292,Graph with 1784 nodes and 2325 edges,False
1293,Graph with 1228 nodes and 1237 edges,False
1294,Graph with 964 nodes and 1028 edges,False
1295,Graph with 1574 nodes and 2077 edges,False
1296,Graph with 126 nodes and 125 edges,False
1297,Graph with 848 nodes and 879 edges,False
1298,Graph with 740 nodes and 794 edges,False
1299,Graph with 590 nodes and 699 edges,False
1300,Graph with 1376 nodes and 2127 edges,True
1301,Graph with 2622 nodes and 5829 edges,True
1302,Graph with 3910 nodes and 6159 edges,True
1303,Graph with 1492 nodes and 1995 edges,True
1304,Graph with 3008 nodes and 4559 edges,True
1305,Graph with 4830 nodes and 9105 edges,True
1306,Graph with 4164 nodes and 8174 edges,True
1307,Graph with 1962 nodes and 3759 edges,True
1308,Graph with 2796 nodes and 6526 edges,True
1309,Graph with 1886 nodes and 2764 edges,True
1310,Graph with 3454 nodes and 8142 edges,True
1311,Graph with 1050 nodes and 1437 edges,True
1312,Graph with 3182 nodes and 7069 edges,True
1313,Graph with 1626 nodes and 2298 edges,True
1314,Graph with 3468 nodes and 8581 edges,True
1315,Graph with 4606 nodes and 7788 edges,True
1316,Graph with 1220 nodes and 1635 edges,True
1317,Graph with 4988 nodes and 11318 edges,True
1318,Graph with 1386 nodes and 1896 edges,True
1319,Graph with 4078 nodes and 10219 edges,True
1320,Graph with 2040 nodes and 2911 edges,True
1321,Graph with 1192 nodes and 1603 edges,True
1322,Graph with 3076 nodes and 4394 edges,True
1323,Graph with 3776 nodes and 7977 edges,True
1324,Graph with 1380 nodes and 2192 edges,True
1325,Graph with 4284 nodes and 11963 edges,True
1326,Graph with 1862 nodes and 3440 edges,True
1327,Graph with 2238 nodes and 4652 edges,True
1328,Graph with 1732 nodes and 2802 edges,True
1329,Graph with 4862 nodes and 10562 edges,True
1330,Graph with 440 nodes and 521 edges,True
1331,Graph with 3206 nodes and 7646 edges,True
1332,Graph with 4904 nodes and 11020 edges,True
1333,Graph with 3684 nodes and 7054 edges,True
1334,Graph with 2680 nodes and 5865 edges,True
1335,Graph with 3172 nodes and 7963 edges,True
1336,Graph with 2792 nodes and 6462 edges,True
1337,Graph with 1536 nodes and 2348 edges,True
1338,Graph with 3878 nodes and 6891 edges,True
1339,Graph with 4208 nodes and 7721 edges,True
1340,Graph with 1960 nodes and 3055 edges,True
1341,Graph with 4950 nodes and 11391 edges,True
1342,Graph with 1238 nodes and 1685 edges,True
1343,Graph with 2718 nodes and 6178 edges,True
1344,Graph with 450 nodes and 546 edges,True
1345,Graph with 2658 nodes and 4237 edges,True
1346,Graph with 3536 nodes and 8019 edges,True
1347,Graph with 2974 nodes and 6663 edges,True
1348,Graph with 2522 nodes and 5182 edges,True
1349,Graph with 3124 nodes and 6754 edges,True
1350,Graph with 1470 nodes and 2259 edges,True
1351,Graph with 776 nodes and 997 edges,True
1352,Graph with 2620 nodes and 5907 edges,True
1353,Graph with 4682 nodes and 13226 edges,True
1354,Graph with 2552 nodes and 5700 edges,True
1355,Graph with 4760 nodes and 8744 edges,True
1356,Graph with 1656 nodes and 2904 edges,True
1357,Graph with 4952 nodes and 13861 edges,True
1358,Graph with 4380 nodes and 11245 edges,True
1359,Graph with 1700 nodes and 2022 edges,False
1360,Graph with 1056 nodes and 1192 edges,False
1361,Graph with 542 nodes and 583 edges,False
1362,Graph with 578 nodes and 701 edges,False
1363,Graph with 698 nodes and 734 edges,False
1364,Graph with 598 nodes and 743 edges,False
1365,Graph with 4890 nodes and 5546 edges,False
1366,Graph with 4492 nodes and 5998 edges,False
1367,Graph with 536 nodes and 581 edges,False
1368,Graph with 2722 nodes and 3511 edges,False
1369,Graph with 716 nodes and 852 edges,False
1370,Graph with 888 nodes and 976 edges,False
1371,Graph with 2724 nodes and 3202 edges,False
1372,Graph with 300 nodes and 301 edges,False
1373,Graph with 3736 nodes and 3753 edges,False
1374,Graph with 3656 nodes and 4822 edges,False
1375,Graph with 414 nodes and 464 edges,False
1376,Graph with 970 nodes and 1070 edges,False
1377,Graph with 888 nodes and 1100 edges,False
1378,Graph with 354 nodes and 396 edges,False
1379,Graph with 1924 nodes and 2625 edges,False
1380,Graph with 2002 nodes and 2079 edges,False
1381,Graph with 332 nodes and 365 edges,False
1382,Graph with 1350 nodes and 1795 edges,False
1383,Graph with 516 nodes and 571 edges,False
1384,Graph with 148 nodes and 149 edges,False
1385,Graph with 2948 nodes and 4112 edges,False
1386,Graph with 538 nodes and 558 edges,False
1387,Graph with 1580 nodes and 1627 edges,False
1388,Graph with 104 nodes and 107 edges,False
1389,Graph with 412 nodes and 424 edges,False
1390,Graph with 2258 nodes and 2420 edges,False
1391,Graph with 1150 nodes and 1322 edges,False
1392,Graph with 372 nodes and 376 edges,False
1393,Graph with 1262 nodes and 1498 edges,False
1394,Graph with 2172 nodes and 2263 edges,False
1395,Graph with 100 nodes and 99 edges,False
1396,Graph with 2300 nodes and 2473 edges,False
1397,Graph with 816 nodes and 1016 edges,False
1398,Graph with 4244 nodes and 4260 edges,False
1399,Graph with 210 nodes and 217 edges,False
1400,Graph with 2728 nodes and 4078 edges,True
1401,Graph with 2526 nodes and 4721 edges,True
1402,Graph with 3240 nodes and 5210 edges,True
1403,Graph with 1946 nodes and 3438 edges,True
1404,Graph with 3970 nodes and 7438 edges,True
1405,Graph with 3186 nodes and 5444 edges,True
1406,Graph with 4044 nodes and 7552 edges,True
1407,Graph with 2260 nodes and 3400 edges,True
1408,Graph with 3646 nodes and 10001 edges,True
1409,Graph with 4862 nodes and 15054 edges,True
1410,Graph with 1576 nodes and 2428 edges,True
1411,Graph with 1436 nodes and 2386 edges,True
1412,Graph with 1930 nodes and 3749 edges,True
1413,Graph with 4348 nodes and 13034 edges,True
1414,Graph with 2584 nodes and 3602 edges,True
1415,Graph with 4924 nodes and 15743 edges,True
1416,Graph with 2652 nodes and 5798 edges,True
1417,Graph with 3488 nodes and 9222 edges,True
1418,Graph with 3124 nodes and 7887 edges,True
1419,Graph with 3898 nodes and 5961 edges,True
1420,Graph with 3924 nodes and 10879 edges,True
1421,Graph with 3380 nodes and 7112 edges,True
1422,Graph with 2640 nodes and 4760 edges,True
1423,Graph with 1412 nodes and 1958 edges,True
1424,Graph with 3014 nodes and 5716 edges,True
1425,Graph with 3394 nodes and 6136 edges,True
1426,Graph with 4868 nodes and 13631 edges,True
1427,Graph with 2364 nodes and 4425 edges,True
1428,Graph with 4330 nodes and 9468 edges,True
1429,Graph with 1892 nodes and 2922 edges,True
1430,Graph with 2614 nodes and 4634 edges,True
1431,Graph with 2302 nodes and 4729 edges,True
1432,Graph with 1920 nodes and 3665 edges,True
1433,Graph with 3878 nodes and 8762 edges,True
1434,Graph with 1780 nodes and 2411 edges,True
1435,Graph with 4180 nodes and 11310 edges,True
1436,Graph with 3554 nodes and 7521 edges,True
1437,Graph with 1334 nodes and 1717 edges,True
1438,Graph with 1060 nodes and 1402 edges,True
1439,Graph with 3386 nodes and 8875 edges,True
1440,Graph with 4922 nodes and 16845 edges,True
1441,Graph with 3434 nodes and 6672 edges,True
1442,Graph with 4576 nodes and 11030 edges,True
1443,Graph with 2406 nodes and 3752 edges,True
1444,Graph with 4848 nodes and 8002 edges,True
1445,Graph with 1578 nodes and 2159 edges,True
1446,Graph with 1644 nodes and 2899 edges,True
1447,Graph with 1692 nodes and 3046 edges,True
1448,Graph with 3230 nodes and 5970 edges,True
1449,Graph with 1024 nodes and 1442 edges,True
1450,Graph with 4982 nodes and 16622 edges,True
1451,Graph with 1116 nodes and 1514 edges,True
1452,Graph with 2870 nodes and 4328 edges,True
1453,Graph with 3890 nodes and 10581 edges,True
1454,Graph with 2290 nodes and 3553 edges,True
1455,Graph with 1156 nodes and 1606 edges,True
1456,Graph with 358 nodes and 418 edges,True
1457,Graph with 1678 nodes and 2624 edges,True
1458,Graph with 2048 nodes and 3423 edges,True
1459,Graph with 3104 nodes and 5105 edges,True
1460,Graph with 2708 nodes and 3768 edges,True
1461,Graph with 2024 nodes and 3577 edges,True
1462,Graph with 2344 nodes and 3711 edges,True
1463,Graph with 1780 nodes and 3190 edges,True
1464,Graph with 2922 nodes and 6965 edges,True
1465,Graph with 768 nodes and 774 edges,False
1466,Graph with 1190 nodes and 1211 edges,False
1467,Graph with 416 nodes and 482 edges,False
1468,Graph with 804 nodes and 933 edges,False
1469,Graph with 118 nodes and 121 edges,False
1470,Graph with 486 nodes and 498 edges,False
1471,Graph with 2184 nodes and 2397 edges,False
1472,Graph with 1028 nodes and 1241 edges,False
1473,Graph with 1182 nodes and 1303 edges,False
1474,Graph with 708 nodes and 782 edges,False
1475,Graph with 2914 nodes and 3182 edges,False
1476,Graph with 1844 nodes and 2510 edges,False
1477,Graph with 2136 nodes and 2329 edges,False
1478,Graph with 1900 nodes and 2155 edges,False
1479,Graph with 2426 nodes and 3370 edges,False
1480,Graph with 1130 nodes and 1209 edges,False
1481,Graph with 1556 nodes and 1878 edges,False
1482,Graph with 668 nodes and 784 edges,False
1483,Graph with 288 nodes and 310 edges,False
1484,Graph with 4178 nodes and 5973 edges,False
1485,Graph with 376 nodes and 381 edges,False
1486,Graph with 3322 nodes and 3680 edges,False
1487,Graph with 1384 nodes and 1729 edges,False
1488,Graph with 1072 nodes and 1139 edges,False
1489,Graph with 1880 nodes and 2452 edges,False
1490,Graph with 686 nodes and 771 edges,False
1491,Graph with 4774 nodes and 6528 edges,False
1492,Graph with 2070 nodes and 2162 edges,False
1493,Graph with 2720 nodes and 2964 edges,False
1494,Graph with 1192 nodes and 1202 edges,False
1495,Graph with 154 nodes and 160 edges,False
1496,Graph with 3178 nodes and 3939 edges,False
1497,Graph with 3832 nodes and 4732 edges,False
1498,Graph with 3424 nodes and 3860 edges,False
1499,Graph with 4994 nodes and 5429 edges,False
1500,Graph with 2638 nodes and 5962 edges,True
1501,Graph with 4244 nodes and 7220 edges,True
1502,Graph with 2278 nodes and 4410 edges,True
1503,Graph with 1496 nodes and 2284 edges,True
1504,Graph with 4206 nodes and 11171 edges,True
1505,Graph with 4928 nodes and 12003 edges,True
1506,Graph with 2952 nodes and 4813 edges,True
1507,Graph with 4740 nodes and 15038 edges,True
1508,Graph with 3124 nodes and 5153 edges,True
1509,Graph with 3900 nodes and 5757 edges,True
1510,Graph with 1822 nodes and 3164 edges,True
1511,Graph with 4130 nodes and 7424 edges,True
1512,Graph with 1798 nodes and 2479 edges,True
1513,Graph with 396 nodes and 479 edges,True
1514,Graph with 3632 nodes and 5167 edges,True
1515,Graph with 938 nodes and 1276 edges,True
1516,Graph with 3506 nodes and 6146 edges,True
1517,Graph with 1598 nodes and 2622 edges,True
1518,Graph with 4268 nodes and 12459 edges,True
1519,Graph with 1688 nodes and 2258 edges,True
1520,Graph with 1940 nodes and 3449 edges,True
1521,Graph with 918 nodes and 1327 edges,True
1522,Graph with 1936 nodes and 3295 edges,True
1523,Graph with 4234 nodes and 10783 edges,True
1524,Graph with 1144 nodes and 1529 edges,True
1525,Graph with 4828 nodes and 7632 edges,True
1526,Graph with 3676 nodes and 9131 edges,True
1527,Graph with 2854 nodes and 4655 edges,True
1528,Graph with 1480 nodes and 2466 edges,True
1529,Graph with 4772 nodes and 13423 edges,True
1530,Graph with 1778 nodes and 2443 edges,True
1531,Graph with 2270 nodes and 3641 edges,True
1532,Graph with 2732 nodes and 6035 edges,True
1533,Graph with 3560 nodes and 8503 edges,True
1534,Graph with 3812 nodes and 8692 edges,True
1535,Graph with 2786 nodes and 5714 edges,True
1536,Graph with 1948 nodes and 3604 edges,True
1537,Graph with 3754 nodes and 6718 edges,True
1538,Graph with 4168 nodes and 12733 edges,True
1539,Graph with 2328 nodes and 3568 edges,True
1540,Graph with 3936 nodes and 7488 edges,True
1541,Graph with 3660 nodes and 7186 edges,True
1542,Graph with 4520 nodes and 7647 edges,True
1543,Graph with 2894 nodes and 6276 edges,True
1544,Graph with 2324 nodes and 4326 edges,True
1545,Graph with 1804 nodes and 2486 edges,True
1546,Graph with 3978 nodes and 11042 edges,True
1547,Graph with 4742 nodes and 9656 edges,True
1548,Graph with 2606 nodes and 4823 edges,True
1549,Graph with 2570 nodes and 4375 edges,True
1550,Graph with 3448 nodes and 8233 edges,True
1551,Graph with 2666 nodes and 5608 edges,True
1552,Graph with 3286 nodes and 8440 edges,True
1553,Graph with 846 nodes and 1154 edges,True
1554,Graph with 2796 nodes and 5515 edges,True
1555,Graph with 3760 nodes and 7488 edges,True
1556,Graph with 3796 nodes and 9975 edges,True
1557,Graph with 4296 nodes and 9780 edges,True
1558,Graph with 2866 nodes and 5388 edges,True
1559,Graph with 3354 nodes and 7811 edges,True
1560,Graph with 800 nodes and 1060 edges,True
1561,Graph with 4692 nodes and 11191 edges,True
1562,Graph with 1054 nodes and 1589 edges,True
1563,Graph with 4044 nodes and 7377 edges,True
1564,Graph with 336 nodes and 383 edges,True
1565,Graph with 324 nodes and 330 edges,False
1566,Graph with 3752 nodes and 5063 edges,False
1567,Graph with 484 nodes and 523 edges,False
1568,Graph with 516 nodes and 560 edges,False
1569,Graph with 728 nodes and 747 edges,False
1570,Graph with 1756 nodes and 2165 edges,False
1571,Graph with 950 nodes and 1030 edges,False
1572,Graph with 170 nodes and 182 edges,False
1573,Graph with 746 nodes and 857 edges,False
1574,Graph with 1374 nodes and 1814 edges,False
1575,Graph with 2570 nodes and 2723 edges,False
1576,Graph with 3704 nodes and 3884 edges,False
1577,Graph with 832 nodes and 1030 edges,False
1578,Graph with 248 nodes and 258 edges,False
1579,Graph with 874 nodes and 1014 edges,False
1580,Graph with 3154 nodes and 3837 edges,False
1581,Graph with 1568 nodes and 1966 edges,False
1582,Graph with 1836 nodes and 2522 edges,False
1583,Graph with 218 nodes and 218 edges,False
1584,Graph with 1816 nodes and 2075 edges,False
1585,Graph with 1378 nodes and 1621 edges,False
1586,Graph with 1536 nodes and 1936 edges,False
1587,Graph with 912 nodes and 1109 edges,False
1588,Graph with 4870 nodes and 7058 edges,False
1589,Graph with 616 nodes and 719 edges,False
1590,Graph with 1068 nodes and 1161 edges,False
1591,Graph with 906 nodes and 1054 edges,False
1592,Graph with 2804 nodes and 3011 edges,False
1593,Graph with 342 nodes and 354 edges,False
1594,Graph with 2990 nodes and 3448 edges,False
1595,Graph with 392 nodes and 434 edges,False
1596,Graph with 1582 nodes and 2138 edges,False
1597,Graph with 724 nodes and 849 edges,False
1598,Graph with 1298 nodes and 1443 edges,False
1599,Graph with 2604 nodes and 2986 edges,False
